지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),합계 일조시간(hr),최심적설(cm),최심신적설(cm)
130,울진,2019-08,25.1,28.9,22.2,35.8,17.3,20190801,20190825,1001.6,1007.2,83,140.5,2,5.7,214.8,,
130,울진,2019-09,21.1,24.9,17.6,30.7,10.7,20190908,20190924,1010,1015.7,84,184.5,2.2,7,128.9,,
130,울진,2019-10,16.2,20.9,11.8,25.3,5.5,20191003,20191028,1012.8,1018.7,75,661.3,2.6,5.4,165.4,,
130,울진,2019-11,10.1,15.5,5.2,20.6,-1.6,20191103,20191120,1015.4,1021.4,67,94.5,2.4,4.6,185.6,,
131,청주,2015-11,9.6,13.1,6.5,20.3,-4.1,20151106,20151126,1016.1,1023.1,74,107.5,1.4,7.4,81.4,3.5,3.5
131,청주,2015-12,2.5,6.5,-1.2,12.8,-8,20151213,20151229,1018.2,1025.4,64,39.7,1.2,5.3,146.7,8.1,7.5
131,청주,2016-01,-1.8,2.3,-5.4,11.5,-16.3,20160102,20160124,1018,1025.3,56,5.7,1.3,5.2,181.3,6.5,5.3
131,청주,2016-02,1,5.9,-3.3,18.8,-9.4,20160213,20160207,1017.2,1024.4,52,45.5,1.5,4.4,197.3,6,5
131,청주,2016-03,7.3,13.2,2.2,20.6,-7.3,20160331,20160301,1014.4,1021.5,46,13.2,1.4,3.8,244.2,4,
131,청주,2016-04,14.7,21.2,9,29.1,5.8,20160426,20160405,1006.6,1013.3,52,132.1,1.8,5.2,220.5,,
131,청주,2016-05,19.9,26.2,13.8,31.3,9.5,20160519,20160516,1004.8,1011.4,50,84.4,1.8,4.6,288.5,,
131,청주,2016-06,23.6,28.7,19.3,32,15.7,20160621,20160605,1000.9,1007.4,60,39.9,1.7,5.8,238,,
131,청주,2016-07,26.3,30.5,22.9,33.8,19.4,20160731,20160704,1001.2,1007.6,71,320,1.7,7.2,192.2,,
131,청주,2016-08,27.6,32.5,23.6,36.3,16.3,20160820,20160831,999.1,1005.5,62,69,1.7,5.1,247.8,,
131,청주,2016-09,22.7,27,19,31.4,13.4,20160905,20160921,1006.5,1013,69,78.1,1.5,6.8,163.9,,
131,청주,2016-10,15.9,20.5,12.1,29,1.8,20161003,20161030,1012.2,1019,68,83.6,1.5,6.4,150.7,,
131,청주,2016-11,6.9,12,2.4,21,-4.2,20161114,20161125,1016.1,1023.2,60,26.4,1.3,4.6,182.4,,
131,청주,2016-12,2.3,6.7,-1.9,14.3,-7.5,20161205,20161230,1017.7,1024.9,61,40.1,1.3,5,161.5,.4,.4
131,청주,2017-01,-.8,3.7,-4.9,12.8,-11.1,20170108,20170124,1018.2,1025.5,59,12,1.4,4.3,195.4,5,5
131,청주,2017-02,.8,5.8,-3.8,13.8,-7.7,20170216,20170202,1016.2,1023.5,53,38.7,1.5,3.7,219.8,3.8,3.8
131,청주,2017-03,6.8,12.8,1.7,18.8,-3.6,20170330,20170308,1012.5,1019.5,45,8.9,1.6,4.2,251.2,.8,.8
131,청주,2017-04,14.7,21.3,9.1,29.1,2.2,20170416,20170402,1006.2,1012.9,47,61.7,1.8,4.2,265.9,,
131,청주,2017-05,20,26.5,14.3,33.1,10.9,20170529,20170515,1005.5,1012.1,48,11.9,1.7,3.7,312.1,,
131,청주,2017-06,23.4,29.5,18.5,34.9,14,20170623,20170604,1001.7,1008.2,51,17.5,1.8,4.7,273.7,,
131,청주,2017-07,27.1,31.3,24.2,34.4,21.9,20170721,20170701,1001,1007.4,77,789.1,1.6,7.9,139.9,,
131,청주,2017-08,26.1,30.4,22.9,36.7,16.8,20170805,20170830,1000.9,1007.3,70,225.2,1.7,6.5,198.4,,
131,청주,2017-09,21.5,26.7,16.8,29.3,11.5,20170926,20170930,1006.3,1012.9,63,78.3,1.6,4.5,234.1,,
131,청주,2017-10,15.9,21.1,11.5,28.1,1.1,20171009,20171031,1013.8,1020.6,62,23.1,1.5,4.6,206.5,,
131,청주,2017-11,6.1,11.3,1.5,19.5,-4.6,20171107,20171119,1016,1023.1,59,13.7,1.4,3.6,208.1,5,5
131,청주,2017-12,-.6,3.6,-4.6,10.5,-10.8,20171223,20171214,1018.7,1026,58,21.1,1.5,4.4,188.4,3,3
131,청주,2018-01,-2.9,1.1,-6.4,8.8,-15.8,20180115,20180127,1017.1,1024.5,60,17.6,1.5,4.8,183.5,15.7,8.7
131,청주,2018-02,-.7,4.4,-5.5,13.5,-13.9,20180227,20180207,1016.4,1023.7,49,30.6,1.6,3.9,217.3,5.6,5.6
131,청주,2018-03,8.5,14.6,3.2,23.5,-5.2,20180331,20180302,1013.1,1020.1,62,81.7,1.8,4.6,195.5,1.4,1.4
131,청주,2018-04,14.1,20.4,8.3,29.6,1,20180421,20180408,1008.7,1015.5,55,133,1.9,4.8,236.7,,
131,청주,2018-05,19.3,24.8,14.3,31.1,8.3,20180517,20180504,1004.6,1011.3,61,92,1.9,5.7,238.5,,
131,청주,2018-06,23.8,29,19.4,33.4,16.5,20180625,20180603,1001.1,1007.6,58,63.3,1.9,5.8,245,,
131,청주,2018-07,28.2,32.8,24.3,37.8,18.5,20180722,20180708,1002,1008.4,66,324.9,1.7,5.1,272.2,,
131,청주,2018-08,28.9,33.5,25.2,39.1,19,20180815,20180831,1000.6,1007,63,247.9,2,6.2,228.6,,
131,청주,2018-09,21.3,25.9,17.2,30.2,10.7,20180903,20180925,1006.5,1013.2,66,204,1.8,5.5,210.8,,
131,청주,2018-10,13.3,18.7,8.7,25.9,2.9,20181004,20181030,1012,1018.9,65,112.2,1.5,3.9,231.8,,
131,청주,2018-11,8.4,13.8,3.6,19.3,-1.6,20181104,20181123,1016.6,1023.6,62,45.9,1.1,4,184.6,,
131,청주,2018-12,.3,5,-3.7,14.6,-11.6,20181202,20181228,1020.3,1027.6,55,28.5,1.4,4.3,196.3,3.3,3.3
131,청주,2019-01,-.1,4.8,-4.5,8.8,-8.6,20190122,20190109,1019.1,1026.4,52,.1,1.3,3.5,217.2,,
131,청주,2019-02,1.9,7.1,-2.5,13.8,-7.9,20190224,20190208,1017.4,1024.6,55,23,1.2,5.2,189.4,1.5,1.5
131,청주,2019-03,7.8,13.7,2.5,20.3,-1.4,20190327,20190301,1010.6,1017.6,53,20.3,1.5,4.9,210.6,,
131,청주,2019-04,13.1,18.9,7.8,29.8,.6,20190422,20190402,1008.4,1015.2,53,60.8,1.5,5.4,206.1,,
131,청주,2019-05,20.2,26.9,13.8,33.4,7.5,20190524,20190507,1005.3,1011.9,48,20.3,1.6,4,299.9,,
131,청주,2019-06,23,28.3,18.5,33,13.6,20190625,20190601,1000.4,1006.9,64,82.5,1.3,5.4,223.2,,
131,청주,2019-07,26.3,30.3,22.8,35.5,19,20190705,20190702,999.6,1006,72,204.8,1.5,7,162.8,,
131,청주,2019-08,27.6,32.2,23.9,36.7,19.5,20190803,20190831,1000.3,1006.7,70,80.5,1.4,5.7,215.2,,
131,청주,2019-09,22.9,27.1,19.1,32.1,12.8,20190910,20190924,1008,1014.6,72,155.1,1.3,6.6,148.9,,
131,청주,2019-10,16.5,21.6,12.2,27.9,5.8,20191003,20191028,1012.2,1019,67,84.3,1.1,4.4,202.4,,
131,청주,2019-11,8.7,14.2,4,20.9,-2.3,20191101,20191121,1015.9,1023,63,104.9,.9,4.1,195.1,,
133,대전,2015-11,10.1,13.8,6.9,21.4,-2.3,20151106,20151127,1015,1023.4,83,126.1,1.3,7.4,74.5,2,2
133,대전,2015-12,3.1,7.9,-.8,14.2,-7.6,20151213,20151228,1017.2,1025.8,75,39.7,1.2,5.4,140.7,5.1,4
133,대전,2016-01,-1.3,3.6,-5.4,14.1,-17,20160103,20160124,1016.9,1025.7,69,11.6,1.3,5.1,181.1,4.3,3
133,대전,2016-02,1.5,7,-3.3,18.7,-9.7,20160213,20160202,1016.2,1024.9,62,45.8,1.7,4.2,195.5,3.5,3.5
133,대전,2016-03,7.5,14.1,1.6,22.9,-7.5,20160330,20160301,1013.4,1021.9,58,40.3,1.5,3.7,238.3,,
133,대전,2016-04,14.8,21.5,8.9,29.2,4.8,20160426,20160401,1005.6,1013.8,63,154.9,1.7,5.1,219.7,,
133,대전,2016-05,19.8,26.4,13.5,31.3,9.2,20160519,20160505,1003.9,1011.9,62,85.1,1.7,4.4,289.4,,
133,대전,2016-06,23.7,28.7,19.2,32,14.6,20160621,20160605,1000,1007.8,72,62.5,1.6,5.5,221.9,,
133,대전,2016-07,26.6,30.7,23.1,34.7,20,20160731,20160704,1000.2,1008,81,367.9,1.6,6.8,202.9,,
133,대전,2016-08,27.9,33.2,23.5,37.6,15.8,20160820,20160829,998.2,1005.9,72,57.4,1.4,4.8,256,,
133,대전,2016-09,22.4,26.6,19,31.5,12.8,20160901,20160921,1005.5,1013.4,79,196,1.3,6.6,146.8,,
133,대전,2016-10,15.7,20.6,12,27.9,1.2,20161004,20161030,1011.2,1019.4,79,122.6,1.4,6.3,149.9,,
133,대전,2016-11,7.2,12.8,2.4,21.9,-4.9,20161114,20161124,1015.1,1023.6,72,29.5,1.2,4.7,179.2,,
133,대전,2016-12,2.5,7.6,-2,14.8,-8.3,20161222,20161216,1016.7,1025.4,71,54.8,1.3,4.9,159.4,.9,.9
133,대전,2017-01,-.4,5,-5.1,14.8,-11.8,20170108,20170115,1017.2,1026,67,15,1.5,4.2,191.4,5.2,4.6
133,대전,2017-02,1.2,7.2,-4.2,15.5,-9,20170216,20170202,1015.2,1023.9,61,42,1.6,3.7,213.2,1.3,1
133,대전,2017-03,6.8,13.4,.9,19.5,-3.7,20170330,20170308,1011.5,1020,54,11.6,1.6,4.3,247.6,2.8,2.8
133,대전,2017-04,14.5,21.1,8.5,28.6,1.9,20170416,20170402,1005.3,1013.4,57,77.7,1.9,4.1,268.3,,
133,대전,2017-05,19.6,26.3,13.5,30.7,10.5,20170529,20170517,1004.7,1012.7,60,29.3,1.8,3.7,303,,
133,대전,2017-06,23.3,29.4,17.8,34.8,12,20170623,20170604,1000.8,1008.7,62,35.3,1.7,4.9,276.1,,
133,대전,2017-07,27.1,30.7,24.2,34,22.3,20170714,20170727,1000.1,1007.9,87,434.5,1.7,7.4,146,,
133,대전,2017-08,26,30.1,22.6,35.9,16,20170805,20170831,999.9,1007.7,83,293.8,1.5,6.3,194.6,,
133,대전,2017-09,21.1,26.3,16.5,29.2,9.8,20170926,20170930,1005.3,1013.3,77,111.4,1.4,4.5,223.9,,
133,대전,2017-10,15.4,20.8,10.9,27,.4,20171008,20171031,1012.8,1021,76,28.3,1.2,4.8,191.3,,
133,대전,2017-11,6.4,12.3,1,20.8,-5.8,20171107,20171119,1015,1023.6,68,15.1,1.4,3.4,195.3,5.1,4.9
133,대전,2017-12,-.4,4.7,-4.9,12.8,-11.4,20171203,20171212,1017.7,1026.5,66,33.5,1.4,4.5,181.3,3.3,3.3
133,대전,2018-01,-2.5,2.4,-6.6,11,-16.3,20180115,20180125,1016.1,1024.9,66,23.9,1.3,4.8,180.2,7.9,3.6
133,대전,2018-02,-.4,5.6,-5.7,13.1,-13.9,20180227,20180207,1015.4,1024.2,53,40.5,1.6,4,203,5.3,3
133,대전,2018-03,8.7,14.9,3.1,24.2,-6.2,20180314,20180302,1012.1,1020.6,70,108.4,1.8,4.5,202.6,5.6,5.6
133,대전,2018-04,13.9,20.3,7.8,30,.8,20180421,20180408,1007.8,1016,64,155.3,2,4.5,234,,
133,대전,2018-05,19.2,24.7,14,31,7.8,20180517,20180504,1003.7,1011.7,70,95.9,1.8,5.6,226.4,,
133,대전,2018-06,23.6,29.1,18.8,33.8,15.8,20180624,20180603,1000.2,1008.1,68,115.8,1.7,5.6,232.3,,
133,대전,2018-07,27.9,32.4,24,37.3,17.5,20180728,20180708,1001,1008.8,76,226.9,1.5,4.9,254.8,,
133,대전,2018-08,29,33.7,25,39.4,19.5,20180815,20180831,999.7,1007.4,72,408.6,1.9,5.7,220.5,,
133,대전,2018-09,21.2,25.7,17.3,29.8,9.9,20180903,20180925,1005.6,1013.5,76,149.4,1.6,5.5,196.7,,
133,대전,2018-10,13,18.9,8.2,25.6,1.5,20181004,20181030,1011.1,1019.4,76,133.9,1.2,3.9,224.2,,
133,대전,2018-11,8,14.1,3.2,19.4,-2.3,20181106,20181123,1015.6,1024.1,72,49.8,.9,4.2,177.1,,
133,대전,2018-12,.6,5.8,-3.9,15,-11.1,20181203,20181228,1019.3,1028,64,33.7,1.2,4.3,190.3,4.6,4.6
133,대전,2019-01,0,5.7,-4.8,9.5,-8.6,20190123,20190109,1018.1,1026.9,60,1.7,1.2,3.6,207.3,0,0
133,대전,2019-02,2,7.8,-2.9,15.1,-7.5,20190224,20190208,1016.1,1024.8,60,46.3,1.3,5.3,187.2,,
133,대전,2019-03,7.7,14,2.1,21,-2.6,20190327,20190314,1009.5,1017.9,60,33.7,1.6,5.1,216.9,,
133,대전,2019-04,12.9,18.9,7.2,29.3,-1.1,20190422,20190402,1007.2,1015.5,61,91.6,1.6,5.5,202.4,,
133,대전,2019-05,19.7,26.7,12.9,32.7,5.6,20190524,20190507,1004.3,1012.3,56,35.6,1.8,4,297.8,,
133,대전,2019-06,22.6,27.9,17.9,33.2,12.9,20190625,20190601,999.4,1007.4,72,77.9,1.3,5.6,228.5,,
133,대전,2019-07,25.8,29.9,22.4,35.1,17.2,20190705,20190702,998.6,1006.6,79,199,1.6,7,181.7,,
133,대전,2019-08,27.2,31.6,23.6,36,18.3,20190805,20190831,999.3,1007.2,78,104.3,1.3,5.9,230.1,,
133,대전,2019-09,22.5,26.8,18.9,31.5,12.3,20190910,20190924,1006.8,1014.9,81,167,1.3,6.6,153.2,,
133,대전,2019-10,16.2,21.5,11.6,27.5,4.6,20191004,20191028,1011,1019.3,76,106.1,1.1,4.8,206.9,,
133,대전,2019-11,8.7,15.2,3.4,22,-2.6,20191101,20191121,1014.6,1023.3,72,94,1,4.3,195.9,,
135,추풍령,2015-11,8.5,12.2,4.9,20.2,-2.8,20151104,20151127,993.8,1023.5,81,127.6,2.3,,76.8,,
135,추풍령,2015-12,1.9,6.1,-2.4,11.8,-8.2,20151213,20151230,995,1025.5,70,39.8,2.7,,140.3,,
135,추풍령,2016-01,-2.3,1.8,-6.2,14.2,-16.8,20160103,20160124,994,1025,60,18.9,3.5,,182.7,,
135,추풍령,2016-02,.4,5.4,-4.1,13.6,-10.7,20160213,20160207,993.7,1024.4,54,34.2,3.5,,187.7,,
135,추풍령,2016-03,6.2,12.5,-.2,20.1,-7.9,20160331,20160301,991.7,1021.6,52,57.5,2.7,,220.6,,
135,추풍령,2016-04,13.4,19.9,6.8,26,1.8,20160425,20160401,984.6,1013.5,57,155.8,2.8,,208.7,,
135,추풍령,2016-05,18,25,10.6,30.4,6.6,20160518,20160508,983.4,1011.7,56,60.1,2.7,,286.1,,
135,추풍령,2016-06,21.7,27.1,16.8,31.5,8.7,20160618,20160602,980,1007.8,69,45.5,2.1,,199.5,,
135,추풍령,2016-07,24.6,29.5,20.7,33.8,17.4,20160731,20160719,980.7,1008.2,78,304.4,2,,189.7,,
135,추풍령,2016-08,25.5,31.7,20.7,35.6,14.4,20160807,20160827,978.5,1005.9,71,90.6,2.1,,248.9,,
135,추풍령,2016-09,20,24.7,16.3,30.5,8.8,20160901,20160921,985.6,1013.7,82,187.2,1.7,,120.5,,
135,추풍령,2016-10,14.2,18.9,10,24.8,.7,20161003,20161030,990.6,1019.5,78,123.8,2.4,,129.8,,
135,추풍령,2016-11,6,11.6,.9,19.1,-6.2,20161105,20161126,993.4,1023.4,67,30.2,2.6,,171.1,,
135,추풍령,2016-12,1.5,6.1,-3,13.9,-8.9,20161222,20161228,994.4,1024.9,65,38.9,3.1,,163.9,,
135,추풍령,2017-01,-1.2,3.8,-5.9,12.1,-11.8,20170108,20170117,994.4,1025.3,58,20.4,3.5,,192.9,,
135,추풍령,2017-02,.3,5.9,-5,15.3,-8.2,20170216,20170211,992.5,1023.1,53,45,3.7,,224.3,,
135,추풍령,2017-03,5.5,11.7,-.6,18.7,-4.9,20170330,20170311,989.6,1019.5,50,30.9,3,,238.2,,
135,추풍령,2017-04,13.4,19.9,6.7,28.3,.3,20170430,20170402,984.1,1012.9,50,64.7,3.2,,252.1,,
135,추풍령,2017-05,18.1,24.9,11.2,31.7,6.8,20170529,20170502,983.9,1012.1,53,21.3,3,,290.7,,
135,추풍령,2017-06,21.5,27.8,15.4,32.7,10.7,20170623,20170604,980.6,1008.3,59,60.6,2.7,,254.4,,
135,추풍령,2017-07,25.2,30,21.8,33.8,16,20170714,20170727,980.6,1007.9,83,273.4,1.7,,140.2,,
135,추풍령,2017-08,24,28.9,20.4,34.6,13.4,20170806,20170831,980.4,1007.8,80,208.2,2.2,,190.6,,
135,추풍령,2017-09,18.8,24.8,13.2,28.1,5.2,20170925,20170930,985.1,1013.2,76,105.9,2,,218,,
135,추풍령,2017-10,13.7,19.5,8.9,27.1,-1.8,20171009,20171031,991.9,1020.8,76,48.2,2.1,,173.3,,
135,추풍령,2017-11,5.4,11.6,-.5,20.4,-6.3,20171107,20171125,992.9,1022.8,59,17.2,2.8,,212.3,,
135,추풍령,2017-12,-1.6,3.2,-6.3,11,-12.1,20171203,20171214,994.9,1025.7,56,26,3.3,,187.7,,
135,추풍령,2018-01,-3.4,1.2,-7.6,10.2,-15.9,20180116,20180126,993,1024,56,29.2,3.7,,202.5,,
135,추풍령,2018-02,-1.4,4.2,-7.1,13,-14.6,20180227,20180208,992.6,1023.3,44,44.3,3.5,,212,,
135,추풍령,2018-03,7.1,13.7,.6,23.5,-6.3,20180314,20180302,990.7,1020.3,62,127.7,2.9,,215.9,,
135,추풍령,2018-04,12.7,19.3,5.5,30.9,-1.4,20180421,20180408,986.8,1015.6,55,132,3.2,,241.4,,
135,추풍령,2018-05,17.3,23.1,11.4,30.4,5.6,20180515,20180509,983.2,1011.5,66,81.1,2.7,,213.8,,
135,추풍령,2018-06,21.6,27.2,16.5,32.6,11.8,20180624,20180617,980.2,1007.9,64,89.6,2.6,,210.7,,
135,추풍령,2018-07,25.9,30.9,21.5,36.4,14.7,20180727,20180707,981.4,1008.7,75,123.8,2.2,,244.3,,
135,추풍령,2018-08,26.3,31.7,21.7,36.7,14.8,20180815,20180818,980.3,1007.5,72,335.4,2.3,6.1,212.1,,
135,추풍령,2018-09,19,23.7,14.4,27.3,6.6,20180903,20180925,985.5,1013.6,75,92.3,2.3,6.3,172.9,,
135,추풍령,2018-10,11.5,17.6,6,23.1,.3,20181004,20181031,989.8,1018.9,71,196.4,2.5,4.4,227,,
135,추풍령,2018-11,6.6,13.1,.7,19.8,-4.8,20181105,20181124,994,1023.8,66,24.4,2,4.2,185,,
135,추풍령,2018-12,-.4,4.5,-5.1,14.9,-14,20181203,20181231,996.5,1027.3,56,28,3.1,4.4,190.2,,
135,추풍령,2019-01,-.6,4,-5.4,8.1,-11.2,20190123,20190109,995.2,1025.9,49,7.7,3.8,3.4,215.1,,
135,추풍령,2019-02,1.2,6.5,-4.2,13.1,-9.5,20190224,20190212,993.8,1024.3,53,31.1,3.1,5.6,207.7,,
135,추풍령,2019-03,6.7,13.3,.3,21.8,-4.5,20190327,20190324,987.9,1017.5,53,33.5,3.1,5,242.1,,
135,추풍령,2019-04,11.4,17.1,5.1,26.3,-4.7,20190422,20190402,986.3,1015.3,56,91.7,2.7,5.4,214.7,,
135,추풍령,2019-05,18.1,25,10.2,32.7,2,20190524,20190507,983.8,1012,47,46.3,2.9,4.1,312.1,,
135,추풍령,2019-06,20.8,26.6,15.4,31.6,10,20190605,20190601,979.4,1007.3,66,116.5,1.9,5.5,256.8,,
135,추풍령,2019-07,23.6,27.9,20,33,15,20190730,20190709,979.2,1006.7,76,185.4,2.1,6.9,185.7,,
135,추풍령,2019-08,24.9,29.6,20.7,33.8,16.2,20190804,20190826,979.9,1007.3,75,218.1,2,6.1,233.4,,
135,추풍령,2019-09,20.3,24.9,16.3,30.8,10.1,20190910,20190925,987.2,1015.3,79,191.8,2,6.8,168.3,,
135,추풍령,2019-10,14.2,19.6,9.1,26.9,1.2,20191004,20191028,990.5,1019.4,73,179.4,2.2,5.4,221,,
135,추풍령,2019-11,7.3,13.5,1.4,20.7,-6,20191101,20191121,993.4,1023.3,64,35.4,2.4,4.6,121.7,,
136,안동,2015-11,9,13.5,5.3,20.9,-3.7,20151105,20151127,1006.4,1023.5,78,91.7,1.3,7.4,87.9,,
136,안동,2015-12,1.9,7.1,-2.6,12.2,-11.4,20151209,20151229,1007.5,1025.1,69,21.6,1.5,5.2,158,1.2,.7
136,안동,2016-01,-2.3,3.2,-7.5,13,-15.7,20160103,20160124,1006.5,1024.3,54,6.8,2,3.7,221,2.7,1.6
136,안동,2016-02,.8,6.9,-4.8,18.1,-13,20160213,20160203,1006.1,1023.8,52,32.8,2.1,3.9,218.9,1.2,1.2
136,안동,2016-03,7.1,13.9,.7,21.6,-8.2,20160330,20160301,1004,1021.2,53,45.8,1.6,4.5,235.1,,
136,안동,2016-04,14,20.9,7.6,27.3,1.8,20160426,20160401,997,1013.6,58,126.3,2,5.4,240,,
136,안동,2016-05,19,26.4,11.4,31.1,5.5,20160518,20160517,995.2,1011.5,55,51.4,2,4.4,313.5,,
136,안동,2016-06,23.2,28.8,17.9,33.1,10.7,20160618,20160602,991.7,1007.6,64,43.4,1.8,6,253.9,,
136,안동,2016-07,25.4,30.5,21.4,35.6,18.1,20160731,20160721,992.4,1008.2,77,274.5,1.5,7.2,229.7,,
136,안동,2016-08,26.7,33.4,21.8,37.8,13,20160812,20160827,990.1,1005.8,68,38,1.8,4.5,289.3,,
136,안동,2016-09,21,25.7,17.4,31.1,9.6,20160901,20160921,997.6,1013.8,79,166.8,1.2,7.5,107.7,,
136,안동,2016-10,15,20.3,11.5,27.8,3.1,20161003,20161030,1002.8,1019.4,77,83.8,1.2,6.9,138.5,,
136,안동,2016-11,6.7,12.6,1.5,20.2,-6.3,20161114,20161125,1005.7,1023,69,16.6,1.3,4.5,177.5,.7,.7
136,안동,2016-12,1.7,7.4,-3.6,13.3,-10,20161205,20161230,1006.7,1024.3,67,48.2,1.5,4.4,187.5,1.3,1.3
136,안동,2017-01,-1,5.2,-6.7,12.5,-14.5,20170108,20170125,1006.8,1024.6,57,3.8,1.8,3.1,226.8,4.2,3
136,안동,2017-02,1,7.4,-5.5,14.7,-9.7,20170216,20170202,1004.7,1022.3,52,25.2,2.1,3.1,234.5,,
136,안동,2017-03,6.2,13.2,-.2,20.3,-5.1,20170330,20170308,1001.9,1019,54,27.4,1.8,4.8,246.8,,
136,안동,2017-04,14.1,21.3,7,30.6,1.6,20170430,20170403,996,1012.6,53,83,1.9,4.4,276.2,,
136,안동,2017-05,19.4,26.8,12.2,33.5,7.8,20170529,20170502,995.5,1011.7,53,22,1.9,4.2,306.7,,
136,안동,2017-06,22.3,29.7,16,35.3,9.9,20170619,20170611,992.3,1008.3,58,24,1.9,4.7,304.3,,
136,안동,2017-07,26.1,30.9,22.5,35.1,17.2,20170714,20170727,992.1,1007.8,81,454.4,1.3,7.2,201.3,,
136,안동,2017-08,25.1,29.9,21.3,36.6,13.2,20170806,20170831,992,1007.8,79,129.2,1.5,6.8,226.2,,
136,안동,2017-09,20,26.4,14.7,29.6,7.7,20170925,20170930,997,1013.1,76,91.6,1.3,5,242.7,,
136,안동,2017-10,14.7,20.9,10.1,28,-2.1,20171010,20171031,1004.1,1020.8,78,68.5,1.3,6,194.5,,
136,안동,2017-11,5.5,12.5,-.5,20.2,-6.6,20171102,20171125,1005.1,1022.4,59,.3,1.6,3.3,238.6,.5,.5
136,안동,2017-12,-1.7,4.2,-7.2,10.4,-14.2,20171223,20171214,1007.3,1025.1,52,9.4,2,2.9,242.6,.8,.8
136,안동,2018-01,-3.1,2.5,-7.8,10.8,-18.2,20180115,20180127,1005.5,1023.4,53,15.1,2,3.7,233.7,5.2,4.9
136,안동,2018-02,-.7,5.9,-7.1,14.3,-15,20180227,20180207,1005.1,1022.8,43,18.3,2,3.6,239.6,.3,.3
136,안동,2018-03,7.9,14.7,1.4,23.7,-5.3,20180328,20180302,1003.1,1020.2,61,93.5,1.9,4.3,243.7,3.5,3.5
136,안동,2018-04,13.8,20.9,6.6,31.4,.3,20180421,20180408,998.8,1015.4,54,148.7,2.1,4.4,251.7,,
136,안동,2018-05,18.4,24.7,12.2,31.5,3.2,20180517,20180504,995.1,1011.4,67,98.1,1.7,5.6,235.8,,
136,안동,2018-06,22.7,28.6,17.5,34.5,12.7,20180624,20180617,991.9,1007.9,64,48.5,1.6,5.9,224.2,,
136,안동,2018-07,27.5,32.7,22.8,38.9,14.3,20180727,20180708,993,1008.7,73,154,1.6,4.8,275.6,,
136,안동,2018-08,27.3,33,22.8,38.8,17.5,20180801,20180818,992.1,1007.8,73,249.9,1.8,6.1,241.1,,
136,안동,2018-09,19.8,25.2,15.5,29.7,9.5,20180904,20180928,997.4,1013.6,79,93.7,1.3,6.6,177.4,,
136,안동,2018-10,12.3,19.1,7,25.2,.4,20181004,20181031,1001.9,1018.7,76,108.8,1.3,4.5,213.1,,
136,안동,2018-11,6.8,13.9,1.7,20.3,-4.4,20181104,20181123,1006.4,1023.7,77,29.8,.9,5.2,158.5,4.8,4.8
136,안동,2018-12,-.2,5.9,-5.6,14.9,-13.9,20181202,20181231,1009,1026.7,60,19.6,1.5,4.1,204,7.8,7.8
136,안동,2019-01,-.7,5.6,-6.7,10.8,-11.6,20190130,20190127,1007.5,1025.3,52,3.6,1.7,3.2,234.2,1.8,1.8
136,안동,2019-02,2,7.8,-3.4,14.5,-8,20190224,20190212,1006.2,1023.8,55,30.1,1.6,4.9,196.4,,
136,안동,2019-03,6.8,13.7,0,22.3,-4.2,20190327,20190314,1000,1017.2,59,33.2,1.9,4.7,238.4,,
136,안동,2019-04,11.7,18.5,5.1,25.6,-2.8,20190422,20190402,998.5,1015.3,58,86.2,1.8,5.4,215.3,.7,.7
136,안동,2019-05,18.8,26.3,10.8,32.7,3,20190524,20190507,995.5,1011.8,53,49.5,1.7,4.1,310.3,,
136,안동,2019-06,21.5,27.5,15.9,32.7,10.5,20190605,20190601,991.2,1007.3,67,88.7,1.5,5.6,241.8,,
136,안동,2019-07,24.7,29.1,20.9,33.3,15.8,20190723,20190709,990.9,1006.8,75,106.7,1.6,7,179.9,,
136,안동,2019-08,25.8,31,21.6,36.9,16.1,20190805,20190831,991.5,1007.4,75,126.1,1.5,5.6,228.9,,
136,안동,2019-09,21.2,26.1,17.3,32.6,11.8,20190910,20190917,999.3,1015.6,78,156.4,1.2,7.1,146,,
136,안동,2019-10,14.7,20.8,9.8,27.6,1.8,20191004,20191031,1002.6,1019.4,76,133,1.2,5.4,192.3,,
136,안동,2019-11,7.3,14.1,1.9,21.1,-5.6,20191101,20191121,1005.8,1023.1,71,34.5,1.2,4.7,179.8,,
137,상주,2015-11,9.7,13.5,6.3,21.4,-1.8,20151105,20151127,1011.7,1023.5,76,120.7,1.2,,82,,
137,상주,2015-12,2.6,7.3,-1.3,12.1,-7.4,20151208,20151230,1013.3,1025.3,65,42.1,1.6,,145.8,,
137,상주,2016-01,-.9,3.2,-4.8,14,-15.1,20160103,20160124,1012.5,1024.8,53,11.7,2.4,,185,,
137,상주,2016-02,1.6,6.9,-2.8,14.2,-6.9,20160214,20160202,1012.1,1024.2,50,36.6,2.4,,178.7,,
137,상주,2016-03,8,14.2,2.1,22.4,-6.4,20160330,20160301,1009.5,1021.3,48,56.3,1.9,,211.4,,
