지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),합계 일조시간(hr),최심적설(cm),최심신적설(cm)
189,서귀포,2016-07,25.8,28.1,24,31.5,20.7,20160729,20160703,1002.9,1008.4,92,203.2,1.6,,176.7,,
189,서귀포,2016-08,27.7,30.7,25.1,33.2,20.9,20160822,20160831,1000,1005.4,77,170.9,1.7,,282.7,,
189,서귀포,2016-09,23.7,26.4,21.4,29.1,18.5,20160904,20160924,1006.1,1011.7,83,194.3,1.8,,126,,
189,서귀포,2016-10,20.4,23.2,18.2,30,13.2,20161005,20161031,1010.8,1016.5,81,433.6,2.1,,97.9,,
189,서귀포,2016-11,14.6,17.9,11.6,24.1,5.9,20161119,20161124,1014.9,1020.8,72,44.6,1.6,,155.1,,
189,서귀포,2016-12,10.4,13.9,7.2,19.8,1.6,20161221,20161228,1017.1,1023,68,71.5,1.7,,162.5,,
189,서귀포,2017-01,7.5,11,4.4,17.8,0,20170129,20170123,1017.4,1023.5,67,49,1.8,,184.2,,
189,서귀포,2017-02,7.9,11.8,4,17.1,-1.6,20170217,20170210,1016.2,1022.2,59,81.8,1.9,,194.6,,
189,서귀포,2017-03,10.3,13.8,6.8,17.6,2,20170319,20170308,1012.9,1018.9,59,36.3,1.8,,214.2,,
189,서귀포,2017-04,15.7,19.1,12.7,24.1,7.5,20170430,20170403,1007.8,1013.6,71,222.5,1.7,,181,,
189,서귀포,2017-05,19.2,22.9,16.2,27.5,13.1,20170507,20170509,1007.4,1013.1,74,59.2,1.5,,244.7,,
189,서귀포,2017-06,22.1,25.1,19.6,28.6,16.3,20170615,20170614,1003,1008.7,80,247.4,1.5,,177,,
189,서귀포,2017-07,27.5,30,25.7,35.8,23.1,20170725,20170712,1003.1,1008.6,95,51.8,1.8,,183.4,,
189,서귀포,2017-08,28.2,31.4,25.7,35.3,22.7,20170805,20170827,1001.4,1006.9,84,231.8,1.8,,244.6,,
189,서귀포,2017-09,24.2,27.4,21.7,30.2,18.3,20170913,20170929,1005.8,1011.4,76,102.8,2.1,,155.2,,
189,서귀포,2017-10,19.8,22.9,17.1,27.5,11.4,20171003,20171031,1012.2,1017.9,76,231.4,2.3,,173.6,,
189,서귀포,2017-11,13.8,17.3,10.2,22.5,5.2,20171107,20171118,1015.6,1021.4,66,6.7,1.4,,187.3,,
189,서귀포,2017-12,7.3,10.9,4.2,16.3,.5,20171224,20171217,1018.5,1024.6,61,13.3,1.6,,184,,
189,서귀포,2018-01,5.9,9.2,2.8,16.2,-3,20180115,20180112,1016.1,1022.2,69,63.7,1.6,,163.4,,
189,서귀포,2018-02,6.3,9.7,3,16,-2.6,20180228,20180207,1016.2,1022.3,64,10.5,1.8,,148.1,,
189,서귀포,2018-03,11.8,15.3,8.3,19.8,3.2,20180314,20180309,1012.2,1018.1,79,151.6,2.1,,192.7,,
189,서귀포,2018-04,15.8,19.6,12.6,24.5,3.5,20180427,20180407,1009.7,1015.5,77,312,1.6,,189.3,,
189,서귀포,2018-05,18.7,21.8,16.2,25.7,11,20180502,20180504,1006.2,1011.9,84,356.1,2,,146.2,,
189,서귀포,2018-06,22,25,19.5,29.3,15.9,20180624,20180601,1002.1,1007.7,89,304.3,1.7,,74.4,,
189,서귀포,2018-07,26.7,29.4,24.7,33.3,19.4,20180731,20180708,1002.2,1007.8,93,23.2,1.8,5.2,225.9,,
189,서귀포,2018-08,27.8,30.3,25.9,33.5,22.9,20180802,20180823,1000.9,1006.4,92,159.6,2.2,5.4,228.4,,
189,서귀포,2018-09,23.5,26.6,20.9,31.2,15.9,20180904,20180925,1006.1,1011.7,85,473.8,2,6.6,150.5,,
189,서귀포,2018-10,17.8,21.6,14.5,27,9.8,20181006,20181031,1011.7,1017.5,69,210.2,1.8,4.3,224.3,,
189,서귀포,2018-11,14.5,18.3,11.1,21.8,5.6,20181107,20181123,1016,1021.9,71,55.6,1.6,4.4,165.3,,
189,서귀포,2018-12,9.8,12.8,7,21.8,.4,20181203,20181229,1018.5,1024.5,72,45.6,1.5,6.7,114.4,,
189,서귀포,2019-01,7.8,11.3,4.6,14.7,2,20190112,20190117,1018.2,1024.3,66,21.7,1.4,5.3,175.6,,
189,서귀포,2019-02,9.3,12.4,6.3,17.8,2.2,20190226,20190201,1016,1021.9,67,37.7,1.6,6.5,144.7,,
189,서귀포,2019-03,11.6,15.6,8.2,21.9,4.2,20190326,20190324,1011.4,1017.3,63,64.8,1.9,5.2,213,,
189,서귀포,2019-04,15,18.7,11.9,24.5,5.4,20190424,20190401,1008.8,1014.7,76,89.2,1.7,5.5,200.6,,
189,서귀포,2019-05,19.9,23.6,16.6,29.7,12.1,20190529,20190507,1006.5,1012.2,66,376.7,1.6,5.5,257.3,,
189,서귀포,2019-06,21.7,24.5,19.2,28.8,15.6,20190615,20190601,1001.4,1007.4,89,189.1,1.6,6.2,209.5,,
189,서귀포,2019-07,24.2,26.6,22.5,30.5,18.6,20190731,20190713,1000.8,1006.7,97,452.1,1.9,8,115.3,,
189,서귀포,2019-08,27.1,29.7,24.8,32.2,20,20190806,20190831,1001.2,1007,93,317.3,1.7,6.1,198.8,,
189,서귀포,2019-09,24.1,26.9,22,29.5,16.9,20190918,20190924,1006.6,1012.5,92,394.9,2.3,6.6,151.6,,
189,서귀포,2019-10,20,23.6,17,27.9,13.1,20191003,20191030,1011.2,1017.3,78,150.6,2,4.3,238.3,,
189,서귀포,2019-11,15.6,19.2,12.2,23.4,7,20191117,20191121,1015,1021.2,75,31.3,1.8,4.6,189.3,,
192,진주,2015-11,10.7,15.9,6.4,22.7,-1.7,20151105,20151128,1019.3,1022.9,77,110.4,.8,,124.4,,
192,진주,2015-12,4.2,10.3,-1.4,14.5,-7.7,20151208,20151218,1021,1024.8,67,49.1,1,,179.6,,
192,진주,2016-01,-.2,6.3,-5.5,15,-12.8,20160104,20160125,1020.2,1024.1,57,35.4,1.1,,190.9,,
192,진주,2016-02,2.7,9.4,-3.6,15.3,-9.3,20160213,20160203,1020.3,1024.1,51,76.4,1.4,,216.8,,
192,진주,2016-03,7.9,14.4,1.8,21.6,-7.7,20160330,20160301,1017.6,1021.3,59,121,1.2,,211,,
192,진주,2016-04,13.9,20.4,8.2,26.3,4.1,20160425,20160401,1010.4,1014.1,65,299.7,1.2,,194.9,,
192,진주,2016-05,18.2,25.3,11.3,31.1,4.7,20160530,20160517,1008.8,1012.3,63,153.9,1.3,,252,,
192,진주,2016-06,21.9,26.9,17.8,30.8,10.9,20160619,20160602,1004.9,1008.4,73,113.8,1.2,,164.3,,
192,진주,2016-07,25.6,30.4,22.1,35.2,18.8,20160731,20160717,1005.2,1008.7,77,161,1.1,,194,,
192,진주,2016-08,26.7,33,21.9,37.5,14.8,20160811,20160830,1002.5,1006,69,74.8,1.2,,262.8,,
192,진주,2016-09,21.5,26,17.8,30.5,11.1,20160901,20160921,1009.9,1013.4,79,407.5,.9,,109.9,,
192,진주,2016-10,16,21.3,11.6,28.4,3.7,20161004,20161031,1015.2,1018.8,76,170.1,.8,,121.8,,
192,진주,2016-11,8.3,15,2.6,20.9,-3.6,20161105,20161129,1018.8,1022.5,66,37,.9,,177.9,,
192,진주,2016-12,3.2,10.1,-2.7,18.5,-8.8,20161222,20161230,1020.3,1024.1,61,84,.9,,186.1,,
192,진주,2017-01,.8,7.8,-5.3,14.3,-11.5,20170102,20170115,1020.6,1024.4,53,8.1,1.2,,221.2,,
192,진주,2017-02,2.9,9.8,-4.1,16.1,-9.3,20170216,20170202,1018.6,1022.4,48,37.8,1.3,,226.7,,
192,진주,2017-03,6.6,14,-.4,20.3,-6.6,20170330,20170308,1015.6,1019.3,55,31.4,1.2,,231.7,,
192,진주,2017-04,14.4,21.4,7.3,27.8,-.6,20170430,20170403,1009.7,1013.3,57,94.9,1.4,,238.2,,
192,진주,2017-05,18.4,26.1,10.8,34.4,5.9,20170529,20170507,1009.1,1012.7,59,43.8,1.1,,283.9,,
192,진주,2017-06,21.7,28.6,15.7,33,10.8,20170619,20170604,1005.4,1008.9,62,52,1.3,,236.6,,
192,진주,2017-07,27,32.1,23.4,36.7,18.2,20170722,20170727,1005.1,1008.5,79,96,1.2,,146.8,,
192,진주,2017-08,26.3,31.5,22,37.1,14.4,20170807,20170831,1004.3,1007.7,75,166.4,1.1,,210.9,,
192,진주,2017-09,20.7,27,15.1,30.9,7.2,20170912,20170930,1009.4,1012.9,69,116.6,1,,203,,
192,진주,2017-10,15.9,22.1,11,29.2,-1.1,20171010,20171031,1016.5,1020.1,68,105.7,1.1,,171.7,,
192,진주,2017-11,7.4,15.5,.4,22.8,-4.5,20171108,20171124,1018.7,1022.5,58,0,1.1,,225.9,,
192,진주,2017-12,.4,7.8,-6,12.9,-12,20171224,20171214,1021.4,1025.3,51,14,1.3,,219.7,,
192,진주,2018-01,-.5,6.1,-6.3,14.8,-13.5,20180115,20180127,1019.1,1023,52,29.9,1.2,,203.9,,
192,진주,2018-02,1.2,8.4,-5.8,15.3,-14.3,20180226,20180207,1019,1022.8,44,30.8,1.3,,207.3,,
192,진주,2018-03,8.2,15.3,1.5,24,-3.2,20180329,20180302,1016.5,1020.2,66,179.2,1.3,,210.5,,
192,진주,2018-04,13.6,20.3,7.1,28.4,-.9,20180420,20180408,1012.5,1016.1,63,127.8,1.5,,226.5,,
192,진주,2018-05,18,23.8,12,28.9,4.3,20180524,20180504,1008.6,1012.1,69,94.3,1.4,,198.4,,
192,진주,2018-06,21.9,27.9,16.9,33.2,11.7,20180624,20180601,1004.9,1008.4,71,207.7,1.2,,200.9,,
192,진주,2018-07,26.6,31.8,22.3,37.9,18.1,20180727,20180709,1005.4,1008.8,73,240.8,1.1,,242.3,,
192,진주,2018-08,27,32.6,22.6,37.1,16.4,20180814,20180818,1004.5,1007.9,73,212.7,1.3,5.9,215.2,,
192,진주,2018-09,20.6,25.5,16.2,31.2,8.5,20180904,20180925,1009.8,1013.3,75,201.6,.8,6.7,135.6,,
192,진주,2018-10,13.2,20.6,7,27,1.7,20181007,20181031,1014.7,1018.3,71,224.1,.8,3.9,223.8,,
192,진주,2018-11,7.8,16,1.5,21.1,-3.4,20181104,20181123,1019.7,1023.4,70,27.5,.6,4,181.3,,
192,진주,2018-12,2.6,9,-2.8,18.2,-8.8,20181204,20181228,1022.4,1026.2,54,29,1.1,4.6,181.4,,
192,진주,2019-01,.9,9.2,-5.8,12.5,-10.1,20190130,20190127,1021.3,1025.1,52,13.5,.9,3.5,224.5,,
192,진주,2019-02,3.7,10.9,-2.2,17.5,-8,20190225,20190202,1019.5,1023.3,52,43.5,1,5.5,199.9,,
192,진주,2019-03,8.4,15.5,1.3,22,-4,20190319,20190314,1013.5,1017.2,62,42,1.2,4.5,257.7,,
192,진주,2019-04,12.4,18.9,5.8,26,-2.1,20190422,20190401,1011.6,1015.2,68,114.6,1.1,5,206.9,,
192,진주,2019-05,18.4,26.4,10.6,32.2,4.7,20190525,20190508,1008.7,1012.2,64,132.3,1.1,4.7,304,,
192,진주,2019-06,21.5,27.4,16.7,32.7,11.8,20190605,20190601,1003.9,1007.3,76,243.7,1,5.9,237.3,,
192,진주,2019-07,24.9,28.9,21.3,32.6,17.3,20190731,20190706,1003.4,1006.8,81,234,1.1,7.1,190,,
192,진주,2019-08,26.4,31.5,22.1,35.7,15.8,20190805,20190831,1003.7,1007.1,79,65.4,1,6.1,228.3,,
192,진주,2019-09,22.1,26.8,18.4,31.6,11.1,20190909,20190925,1011.1,1014.6,83,352.2,.9,6.9,147.2,,
192,진주,2019-10,16.1,22.5,10.8,28,2.4,20191003,20191028,1014.8,1018.4,77,177.4,.8,4.9,224.7,,
192,진주,2019-11,9.4,17.2,3.1,23.2,-3.5,20191101,20191121,1018.6,1022.3,71,21.5,.8,4,206.9,,
201,강화,2015-11,8,12,4.3,19.5,-7.1,20151106,20151127,1018,1023.8,73,116.6,2,,89.8,,
201,강화,2015-12,.7,5.6,-3.8,12.2,-11.6,20151211,20151228,1019.9,1025.9,62,25.6,1.6,,176.4,,
201,강화,2016-01,-3.8,.9,-8.7,10.5,-17.4,20160102,20160124,1019.8,1025.9,55,.2,1.8,,176.5,,
201,강화,2016-02,-.4,4.6,-6,14.1,-12.2,20160213,20160207,1018.5,1024.5,53,39.1,2.2,,184.6,,
201,강화,2016-03,5.6,10.9,0,19.6,-9.1,20160331,20160301,1016,1021.9,57,52.3,2.4,,237.4,,
201,강화,2016-04,11.9,18.1,6.5,27.8,1.1,20160426,20160405,1008.1,1013.7,60,93.1,2.5,,205.4,,
201,강화,2016-05,17.5,23.2,12.2,29.9,7.5,20160521,20160505,1006.1,1011.6,62,191.8,2.5,,243.8,,
201,강화,2016-06,21.1,25.9,16.9,29.2,13.2,20160605,20160603,1002.4,1007.8,72,19.4,2.1,,199.7,,
201,강화,2016-07,24.4,28.2,21.3,32.2,17.8,20160722,20160703,1002.3,1007.7,79,326.4,2,,152.5,,
201,강화,2016-08,26.3,30.8,22.3,33.9,13.2,20160822,20160827,1000.7,1006,71,26.7,1.9,,225.8,,
201,강화,2016-09,21.4,26.7,16.9,29.5,9.9,20160902,20160921,1008,1013.5,72,28.9,1.6,,182.4,,
201,강화,2016-10,14.6,20.1,9.4,27.4,-1.5,20161004,20161031,1014,1019.6,68,249.8,1.7,,176,,
201,강화,2016-11,6.3,10.9,1.5,18.5,-7.7,20161113,20161124,1017.6,1023.5,61,11.4,1.8,,149.5,,
201,강화,2016-12,.8,5.5,-3.8,11.8,-11,20161221,20161228,1019.3,1025.3,63,61.8,1.8,,157.4,,
201,강화,2017-01,-2.3,2.8,-7.5,10.4,-14.3,20170106,20170124,1020,1026,59,8.7,1.8,,189.5,,
201,강화,2017-02,-.7,4.2,-6,10.5,-11.4,20170216,20170202,1017.9,1023.9,56,13,2.2,,198.6,,
201,강화,2017-03,5,10.8,-.7,17,-5.4,20170319,20170308,1014.2,1020,56,11.7,2.4,,243.9,,
201,강화,2017-04,11.9,17.2,6.7,21.3,.7,20170430,20170402,1007.6,1013.2,61,65.4,2.7,,233.2,,
201,강화,2017-05,16.9,22.5,11.5,27,6.2,20170503,20170506,1006.8,1012.4,64,26.6,2.5,,279.7,,
201,강화,2017-06,21,25.8,16.5,29.3,12,20170623,20170611,1003.2,1008.6,67,41.6,2.3,,254.5,,
201,강화,2017-07,25.2,28.7,22.5,32,20.2,20170725,20170706,1002.1,1007.4,84,298.9,1.9,,110.4,,
201,강화,2017-08,24.4,28.5,20.9,33.4,14.1,20170805,20170830,1002.2,1007.6,78,255,1.9,,143.5,,
201,강화,2017-09,20.2,25.7,15,28.9,7.5,20170926,20170929,1007.8,1013.3,72,27.1,1.7,,228.8,,
201,강화,2017-10,14.5,20.1,9,26.8,1,20171002,20171031,1015.8,1021.4,64,20,1.8,,204.2,,
201,강화,2017-11,4.6,9.9,-.7,18.1,-8.5,20171107,20171119,1017.5,1023.4,61,14.7,1.9,,173.3,,
201,강화,2017-12,-2.7,1.9,-7.8,10.2,-14,20171203,20171212,1020.3,1026.3,62,26.6,1.6,,174.6,,
201,강화,2018-01,-5,-.4,-9.6,7.7,-19,20180117,20180127,1018.9,1025,55,4.8,1.6,,187.5,,
201,강화,2018-02,-2.6,2.6,-8.7,8.7,-16.1,20180214,20180207,1018.2,1024.2,50,30.7,2.2,,200.4,,
201,강화,2018-03,6.1,11.4,1.2,19.3,-8.1,20180330,20180302,1015,1020.9,68,31.6,2.6,,184.4,,
201,강화,2018-04,11,16.4,5.9,22.6,-1.2,20180420,20180409,1010.3,1016.1,62,113.6,2.9,,198.4,,
201,강화,2018-05,16.2,21.4,11.5,27.9,5.6,20180515,20180503,1006.1,1011.8,70,150.7,2.2,,195,,
201,강화,2018-06,20.5,25.4,16.4,29,12.4,20180630,20180603,1002.6,1008.2,76,100.1,1.9,,193.8,,
201,강화,2018-07,25.5,29.7,21.8,34.6,16.8,20180722,20180708,1003.6,1009,78,150.7,1.9,,216.5,,
201,강화,2018-08,26.7,31.1,22.9,35.4,17.2,20180815,20180826,1002,1007.4,75,293.7,2.2,5.3,227.3,,
201,강화,2018-09,20,24.9,15.2,29.6,8.2,20180901,20180925,1008.1,1013.7,70,57.3,1.9,4.7,211.9,,
201,강화,2018-10,12.1,17.9,6.5,24.5,-.1,20181004,20181030,1013.6,1019.4,67,73.5,1.7,3.6,236.6,,
201,강화,2018-11,6.7,12.5,1.5,18.8,-5.5,20181104,20181123,1018.2,1024.1,67,58.1,1.3,4.3,176.7,,
201,강화,2018-12,-1.5,3.6,-6.5,13.2,-14.3,20181203,20181228,1022.2,1028.3,54,7.5,1.6,3.9,203.7,,
201,강화,2019-01,-1.9,3.6,-7.6,7.8,-12.6,20190119,20190116,1020.8,1026.9,54,0,1.8,3.7,214.4,,
201,강화,2019-02,0,5.3,-5.5,13.3,-11.2,20190223,20190208,1019,1025.1,53,18,1.9,5.1,195.4,,
201,강화,2019-03,5.6,11.3,.1,15.1,-4.6,20190304,20190314,1011.8,1017.7,60,20.7,2.4,5,211,,
201,강화,2019-04,10.7,16.4,4.8,25.5,-1.2,20190422,20190402,1009.8,1015.6,60,28.3,2.4,5,211.2,,
201,강화,2019-05,16.9,22.8,10.8,29,5.5,20190524,20190507,1006.4,1012.1,62,43,2.5,3.9,299.4,,
201,강화,2019-06,20.5,25.3,16.2,29.1,10.9,20190627,20190602,1002.1,1007.6,73,43.4,2.1,5.5,214.7,,
201,강화,2019-07,24.4,28.3,21,35,17,20190719,20190704,1000.8,1006.2,77,307.9,2.4,6.3,151.3,,
201,강화,2019-08,25.9,30.2,21.7,34.9,16.3,20190811,20190831,1001.6,1007,77,122.4,1.7,5,254.3,,
201,강화,2019-09,21.2,26,17.1,30.1,9.6,20190909,20190919,1009.5,1015,76,359.4,1.9,6.6,157.8,,
201,강화,2019-10,15.3,21,9.9,28.3,2.7,20191003,20191027,1013.7,1019.4,72,25.6,1.8,4.1,227.7,,
201,강화,2019-11,6.5,12.5,1.1,20.4,-5.5,20191103,20191120,1017.3,1023.2,65,80.5,1.4,4.5,182.8,,
202,양평,2015-11,8.5,13.2,5,20.2,-5.9,20151117,20151127,1017.9,1023.8,79,126.7,1.3,,85.4,,
202,양평,2015-12,.8,5.8,-3.3,12,-12.1,20151213,20151229,1019.8,1025.9,72,29.7,1.2,,144.5,,
202,양평,2016-01,-3.6,1.7,-8.8,8.8,-17.8,20160102,20160125,1019.4,1025.6,60,.4,1.5,,173,,
202,양평,2016-02,-.2,5.7,-5.6,14.5,-13.6,20160213,20160202,1018.3,1024.4,60,25,1.6,,175.5,,
202,양평,2016-03,6.5,13.3,0,21.8,-10.2,20160331,20160301,1015.7,1021.7,55,24.5,1.5,,218.2,,
202,양평,2016-04,14.2,21.6,7.7,29.6,2.8,20160426,20160405,1007.8,1013.5,57,71.7,1.7,,206.6,,
202,양평,2016-05,18.9,26.2,12.3,32,7.4,20160519,20160505,1006,1011.6,61,124.4,1.7,,255.4,,
202,양평,2016-06,23.5,29.3,18.3,31.8,13.3,20160626,20160602,1002.1,1007.6,65,37.5,1.5,,201.9,,
202,양평,2016-07,25.4,29.9,21.9,34.3,19,20160709,20160706,1002.5,1008,79,385,1.4,,118.9,,
202,양평,2016-08,27,32.5,22.7,36.1,13.2,20160808,20160827,1000.5,1005.9,71,81.5,1.4,,204.2,,
202,양평,2016-09,21.8,27.3,17.8,31.5,10.7,20160905,20160921,1008.1,1013.7,74,42,1.2,,150,,
202,양평,2016-10,14.9,20.8,10.7,28.4,-1,20161003,20161030,1013.9,1019.6,74,72.9,1.2,,148.7,,
202,양평,2016-11,6.2,11.8,1.2,18.6,-7.3,20161105,20161125,1017.6,1023.5,65,14,1.4,,151.7,,
202,양평,2016-12,.6,5.8,-4,14.4,-12.1,20161220,20161216,1019.2,1025.3,69,57,1.4,,137.6,,
202,양평,2017-01,-2.5,3.1,-8.1,13,-17,20170108,20170124,1019.6,1025.7,65,11.3,1.5,,183.8,,
202,양평,2017-02,-.4,5.4,-6.2,12.9,-13,20170216,20170202,1017.4,1023.5,59,12.3,1.8,,203.9,,
202,양평,2017-03,5.8,12.6,-.8,19.4,-6.4,20170319,20170308,1013.7,1019.6,53,14.7,1.7,,221.9,,
202,양평,2017-04,13.7,20.7,6.7,29.2,.1,20170430,20170403,1007.3,1013,53,52.7,1.9,,237.5,,
202,양평,2017-05,19,26.1,12.1,31.2,6.6,20170530,20170508,1006.5,1012.1,54,19.4,1.7,,256.8,,
202,양평,2017-06,22.8,29.4,16.7,34.7,11,20170623,20170604,1002.9,1008.4,57,79.8,1.7,,256.8,,
202,양평,2017-07,26.3,30.3,23.2,34.7,21.3,20170725,20170727,1002.2,1007.6,80,567.2,1.3,,97.2,,
202,양평,2017-08,24.8,29.4,21.3,36.3,13.8,20170805,20170831,1002.4,1007.9,76,315.5,1.4,,129.6,,
202,양평,2017-09,20,26.5,14.8,29.6,7.2,20170908,20170929,1007.9,1013.4,72,21.5,1.2,,198.8,,
202,양평,2017-10,14.7,21.4,9.5,28.1,-2.1,20171009,20171031,1015.5,1021.2,69,30.8,1.2,,190.5,,
202,양평,2017-11,4.4,10.3,-1,18.7,-7.6,20171108,20171119,1017.3,1023.3,61,37.2,1.6,,173.9,,
202,양평,2017-12,-2.8,1.7,-7.2,7.4,-14.8,20171223,20171220,1019.9,1026.1,59,26,1.7,,166.1,3.5,
202,양평,2018-01,-4.7,.5,-9.2,9,-19.9,20180115,20180127,1018.5,1024.7,54,4.3,1.7,,189.8,,
202,양평,2018-02,-2.5,3.7,-8.4,10,-17.1,20180226,20180207,1017.7,1023.9,47,34.3,1.7,,191.5,,
202,양평,2018-03,7.8,14.2,1.9,23.4,-7.3,20180314,20180302,1014.7,1020.6,59,69.7,1.7,,195.6,,
202,양평,2018-04,12.9,19.8,6.2,28.8,-1.4,20180421,20180408,1010.1,1015.8,57,124.8,2,,198.8,,
202,양평,2018-05,17.7,23.9,12,30.1,5.5,20180526,20180504,1006,1011.5,67,207,1.7,,198.9,,
202,양평,2018-06,23,29.2,17.5,34.2,13.4,20180624,20180603,1002.4,1007.8,62,121.1,1.6,,218.7,,
202,양평,2018-07,27.2,32.4,22.8,37.4,16,20180722,20180708,1003.5,1008.8,71,255,1.3,,226.7,,
202,양평,2018-08,27.8,33.3,23.4,40.1,17.7,20180801,20180818,1002.1,1007.4,69,263.5,1.5,5.8,193.8,,
202,양평,2018-09,20.1,26,15.2,30.8,8.7,20180901,20180925,1008.1,1013.7,72,83.7,1.4,5.3,182.5,,
202,양평,2018-10,11.3,18.2,6.1,25.7,-1.1,20181004,20181030,1013.6,1019.3,74,105.6,1.3,4.5,184.5,,
202,양평,2018-11,6.2,13.1,1.2,20.2,-5.2,20181104,20181123,1018.2,1024,71,66.2,1,4.5,151,,
202,양평,2018-12,-1.7,4,-6.8,12.6,-14.9,20181222,20181231,1021.8,1027.9,55,20.2,1.5,4,188,,
202,양평,2019-01,-2.4,4,-8.4,8.5,-13.6,20190113,20190103,1020.4,1026.5,52,.4,1.4,3.2,215.8,,
202,양평,2019-02,.5,6.4,-4.9,14.4,-11.1,20190227,20190201,1018.5,1024.6,55,28.3,1.5,4.7,185.7,,
202,양평,2019-03,6.4,13.1,.3,19.2,-5.1,20190327,20190314,1011.8,1017.6,55,37,1.7,4.8,181.2,,
202,양평,2019-04,11.5,18.5,4.7,28.1,-3,20190422,20190401,1009.6,1015.3,55,56,1.6,4.9,192.6,,
202,양평,2019-05,18.8,26.4,11.1,32.9,4.1,20190524,20190507,1006.2,1011.7,52,25.5,1.7,3.7,282.8,,
202,양평,2019-06,22.4,28.4,16.8,32.6,10.8,20190625,20190601,1001.7,1007.1,63,61.6,1.5,5.4,217.2,,
202,양평,2019-07,25.6,30.5,21.8,36.4,17.4,20190705,20190709,1000.9,1006.2,72,215.1,1.5,6.8,128.6,,
202,양평,2019-08,26.3,31.6,22.4,36.4,17.4,20190805,20190831,1001.6,1006.9,75,225.6,1.4,5.7,206.4,,
202,양평,2019-09,21.3,26.7,17.3,31.1,11.5,20190907,20190924,1009.6,1015.1,77,224.5,1.3,7,119.8,,
202,양평,2019-10,14.8,21.3,9.8,27.4,3.1,20191003,20191030,1013.7,1019.3,75,62,1.2,5.3,167.8,,
202,양평,2019-11,6.6,13.1,1.4,20.8,-5.1,20191101,20191120,1017.2,1023.1,71,82.6,1.2,4.5,166.3,,
203,이천,2015-11,7.8,12.4,3.9,20.3,-6.7,20151106,20151127,1014.2,1023.8,77,147.7,1.1,,83.4,,
203,이천,2015-12,.4,5.6,-4,12.6,-12.2,20151211,20151229,1015.8,1025.8,67,40.1,1,,156,,
203,이천,2016-01,-3.5,2,-8.7,10.2,-18.5,20160102,20160125,1015.5,1025.6,55,3.6,1.3,,182.5,,
203,이천,2016-02,-.3,5.7,-6.1,14.2,-14.2,20160213,20160202,1014.6,1024.5,55,52.2,1.7,,189.3,,
203,이천,2016-03,6.3,13.4,-.7,22.4,-10.9,20160331,20160301,1012.1,1021.7,50,58.2,1.6,,224.6,,
203,이천,2016-04,13.8,21.5,7.2,29.8,1.3,20160426,20160401,1004.3,1013.6,54,86.7,1.8,,221.6,,
203,이천,2016-05,18.7,26.3,11.6,32.4,7.1,20160519,20160517,1002.5,1011.6,57,97.9,1.6,,278.4,,
203,이천,2016-06,23.2,29.5,17.6,32.3,13,20160623,20160602,998.7,1007.6,62,18.9,1.5,,230.9,,
203,이천,2016-07,25.5,30.1,21.7,34.5,19,20160711,20160719,999.1,1007.9,75,284,1.2,,147.2,,
203,이천,2016-08,26.8,32.6,21.9,36.3,12.1,20160806,20160827,997.1,1005.9,68,59.9,1.1,,231.6,,
203,이천,2016-09,21.5,27.5,16.9,31.8,9.5,20160905,20160921,1004.6,1013.6,72,41.1,1,,152.8,,
203,이천,2016-10,14.4,20.9,9.6,29.1,-2.6,20161004,20161030,1010.2,1019.6,74,90.8,1,,145.1,,
203,이천,2016-11,5.9,12.2,.1,19,-7.7,20161114,20161125,1013.8,1023.5,64,17.8,1.1,,158,,
203,이천,2016-12,.3,6.2,-4.7,14.3,-11.4,20161220,20161216,1015.4,1025.3,65,59.1,1.2,,149.3,,
203,이천,2017-01,-2.6,3.5,-8.4,12.9,-17.4,20170108,20170124,1015.8,1025.8,60,8.7,1.3,,191.8,,
203,이천,2017-02,-.4,5.8,-6.6,13.7,-12.8,20170216,20170202,1013.7,1023.6,56,20.9,1.6,,204.4,,
203,이천,2017-03,5.6,13.1,-1.5,19.6,-5.8,20170330,20170303,1010.1,1019.7,49,13.6,1.7,,231.4,,
203,이천,2017-04,13.1,20.8,5.8,28.9,-1.1,20170430,20170403,1003.8,1013.1,51,42.3,1.9,,247.9,,
203,이천,2017-05,18.5,26,11.3,30.8,5.7,20170529,20170508,1003.1,1012.2,53,23.2,1.7,,294.2,,
203,이천,2017-06,22.2,29.3,15.7,34.7,10.5,20170623,20170611,999.4,1008.4,56,47.2,1.5,,269.2,,
203,이천,2017-07,25.5,29.7,22.3,34.7,20,20170725,20170727,998.8,1007.7,79,454.9,1.2,,124.8,,
203,이천,2017-08,24.2,29.2,20.5,37.1,12.5,20170805,20170831,999,1007.8,79,303.8,1.1,,155.7,,
203,이천,2017-09,19.6,26.7,13.7,30,5.7,20170908,20170929,1004.3,1013.4,72,27.9,1,,223.2,,
203,이천,2017-10,14.1,21.7,8.1,28,-3.4,20171002,20171031,1011.8,1021.2,70,18.7,1,,190.6,,
203,이천,2017-11,4.1,10.7,-2,19.8,-8.7,20171107,20171119,1013.6,1023.3,61,28.6,1.3,,180.7,,
